archivo,clase_real,clase_predicha,prob_Black_rot,prob_Esca,prob_Healthy,prob_Leaf_blight,correcto
be21ce1d-836b-4977-ad51-bb20114ccd50___FAM_L.Blight 1510.JPG,Leaf_blight,Leaf_blight,0.135,0.025,0.005,0.835,True
be4475e2-a944-42de-97f2-5e88d7b3de56___FAM_L.Blight 1528.JPG,Leaf_blight,Black_rot,0.585,0.04,0.055,0.32,False
bf5d46e1-b390-4a0a-8243-1f6d928652b0___FAM_L.Blight 0779.JPG,Leaf_blight,Leaf_blight,0.03,0.02,0.015,0.935,True
bf649868-cda0-4a7b-a6ec-b12d192f3122___FAM_L.Blight 1424.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
bf72c2cd-8598-4fd3-8486-8d059aa7e84a___FAM_L.Blight 3746.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
c04e9229-715d-4991-91d3-ed6acae91326___FAM_L.Blight 4636.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.0,0.99,True
c1336a7c-701e-4455-a04c-204eadaf42c2___FAM_L.Blight 0793.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
c1c6c2d3-7d1b-409e-9069-42112567c85c___FAM_L.Blight 1731.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
c26745db-93a8-4ec5-a149-a5d60339c090___FAM_L.Blight 4846.JPG,Leaf_blight,Leaf_blight,0.1,0.045,0.025,0.83,True
c36c4484-e4bf-46ad-bdd3-b6075bc38719___FAM_L.Blight 1585.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
c4456b3d-20aa-4a42-bcfc-409891f57068___FAM_L.Blight 5007.JPG,Leaf_blight,Leaf_blight,0.06,0.02,0.0,0.92,True
c4551049-65cf-4da7-820d-e773ffa54ead___FAM_L.Blight 1607.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
c4d2c087-d73d-4e0e-9dd6-6b2da0f2faaf___FAM_L.Blight 4659.JPG,Leaf_blight,Leaf_blight,0.02,0.0,0.0,0.98,True
c550df77-b653-4415-be0a-dc04a2ad8abd___FAM_L.Blight 1616.JPG,Leaf_blight,Leaf_blight,0.155,0.045,0.025,0.775,True
c5fd9bf9-9d55-4c91-a83f-2115d4771c90___FAM_L.Blight 4527.JPG,Leaf_blight,Leaf_blight,0.01,0.005,0.0,0.985,True
c801581b-6e85-4c4e-8d0a-b9a87299a8f6___FAM_L.Blight 4660.JPG,Leaf_blight,Leaf_blight,0.015,0.005,0.005,0.975,True
c9a2c0cb-b461-437f-960d-b9475bfe3a34___FAM_L.Blight 4696.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.005,0.99,True
ca6e4a1a-f519-4cfa-b379-d21c15b21716___FAM_L.Blight 1429.JPG,Leaf_blight,Leaf_blight,0.025,0.025,0.01,0.94,True
caa24bc6-c55d-4730-856f-a397108a7887___FAM_L.Blight 4756.JPG,Leaf_blight,Leaf_blight,0.075,0.025,0.055,0.845,True
cb340afd-cfe7-47f7-84c6-28c8d4dd3166___FAM_L.Blight 0803.JPG,Leaf_blight,Leaf_blight,0.0,0.005,0.0,0.995,True
cc292d77-4144-4187-b71d-f837375a2fe6___FAM_L.Blight 4999.JPG,Leaf_blight,Leaf_blight,0.035,0.0,0.0,0.965,True
cc8ea399-d7a8-4470-850c-b8ee0ac965fd___FAM_L.Blight 1539.JPG,Leaf_blight,Leaf_blight,0.1,0.03,0.145,0.725,True
cdb32553-9038-435f-b747-a60e1641f640___FAM_L.Blight 1691.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
cf7d0e37-26c6-4b6a-a44b-d97a4a7f1b68___FAM_L.Blight 1706.JPG,Leaf_blight,Leaf_blight,0.18,0.055,0.035,0.73,True
d02f2db4-f724-4c32-b186-c63f5a49f7cc___FAM_L.Blight 1593.JPG,Leaf_blight,Leaf_blight,0.065,0.035,0.005,0.895,True
d2fd27d9-bdca-4e65-8891-adfbef5b8f1d___FAM_L.Blight 4960.JPG,Leaf_blight,Leaf_blight,0.02,0.005,0.01,0.965,True
d3d62bd0-f903-4774-82e8-f369346d402a___FAM_L.Blight 1557.JPG,Leaf_blight,Leaf_blight,0.02,0.025,0.0,0.955,True
d4c5388d-0347-4754-94ff-c54f9e3f4a49___FAM_L.Blight 1415.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
d5bcd270-8d64-4e39-b72e-0d43d4eb48d7___FAM_L.Blight 3766.JPG,Leaf_blight,Leaf_blight,0.095,0.02,0.01,0.875,True
dadd9301-137b-4845-a38b-bade89aef516___FAM_L.Blight 4953.JPG,Leaf_blight,Leaf_blight,0.015,0.015,0.0,0.97,True
dd675f69-4e2b-4d36-9aac-d0e3463cbc74___FAM_L.Blight 4736.JPG,Leaf_blight,Leaf_blight,0.0,0.005,0.0,0.995,True
ddf56736-b01a-45bd-90d8-04c8713b6dbe___FAM_L.Blight 1389.JPG,Leaf_blight,Leaf_blight,0.01,0.0,0.0,0.99,True
df3ee378-7fc4-4fec-99f9-5567dc7ff433___FAM_L.Blight 1605.JPG,Leaf_blight,Leaf_blight,0.01,0.0,0.005,0.985,True
e6e1375d-9479-4f14-8803-53fd7f926a76___FAM_L.Blight 3785.JPG,Leaf_blight,Leaf_blight,0.05,0.01,0.005,0.935,True
e8015556-3831-4558-a250-00296a0e9995___FAM_L.Blight 4981.JPG,Leaf_blight,Leaf_blight,0.035,0.0,0.0,0.965,True
e845e2f2-9ceb-4efc-a447-906efc13dedf___FAM_L.Blight 3771.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
e8ad38c3-ba28-4ce8-b034-9205dd18ee00___FAM_L.Blight 1610.JPG,Leaf_blight,Leaf_blight,0.03,0.055,0.015,0.9,True
e8ec7cf5-498b-42dc-b084-17d38d48edbe___FAM_L.Blight 4930.JPG,Leaf_blight,Leaf_blight,0.11,0.03,0.0,0.86,True
e8efb1fe-9127-466c-b7b6-419b6894f3ac___FAM_L.Blight 1686.JPG,Leaf_blight,Leaf_blight,0.0,0.02,0.0,0.98,True
e9bb7f70-2d50-4500-b068-3ac1dfd15b62___FAM_L.Blight 4970.JPG,Leaf_blight,Leaf_blight,0.08,0.035,0.0,0.885,True
eaf528ce-a6aa-4a9d-ab54-ed27c30b4078___FAM_L.Blight 4903.JPG,Leaf_blight,Leaf_blight,0.06,0.05,0.01,0.88,True
ec0d638f-53ff-44b6-bfeb-12d0188d46f3___FAM_L.Blight 4622.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
ecf52a0a-9f08-4a06-8718-844e61ba3628___FAM_L.Blight 1688.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
eded00cb-201d-41e2-88ab-11562cfb8029___FAM_L.Blight 1388.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.0,0.99,True
ee92d217-67ac-4064-a0e6-e4c84c887e4c___FAM_L.Blight 4727.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
f1ae3b07-24a3-4e55-8947-494588047851___FAM_L.Blight 4692.JPG,Leaf_blight,Leaf_blight,0.05,0.02,0.005,0.925,True
f2337879-90af-4102-8885-64bff901c181___FAM_L.Blight 1379.JPG,Leaf_blight,Black_rot,0.535,0.04,0.085,0.34,False
f3684071-c149-4b67-9b0c-6284cce6f7c4___FAM_L.Blight 1395.JPG,Leaf_blight,Leaf_blight,0.01,0.005,0.0,0.985,True
f387a6d9-a75e-4730-b6bf-99e6440ac5e6___FAM_L.Blight 1694.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
f636d153-3cbb-45e1-a691-40687e1bbe99___FAM_L.Blight 1630.JPG,Leaf_blight,Leaf_blight,0.0,0.005,0.0,0.995,True
f681ecc4-ed9e-459f-b192-75c3060fac2a___FAM_L.Blight 4986.JPG,Leaf_blight,Leaf_blight,0.06,0.02,0.005,0.915,True
f6f9087d-e3e0-4589-9235-e1920938a9f1___FAM_L.Blight 4836.JPG,Leaf_blight,Leaf_blight,0.025,0.02,0.0,0.955,True
f747c1ee-b157-4e64-a5e4-8f3ea2c7c6b5___FAM_L.Blight 4691.JPG,Leaf_blight,Leaf_blight,0.04,0.0,0.0,0.96,True
f99fb4b7-78bc-4c3a-a76b-4b25dec56864___FAM_L.Blight 3647.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
fa6d9052-fffa-4bb3-bfd8-902070e26ad7___FAM_L.Blight 4912.JPG,Leaf_blight,Leaf_blight,0.085,0.055,0.005,0.855,True
fd09dd32-0978-49d8-b1d3-77ddd59f2e92___FAM_L.Blight 1547.JPG,Leaf_blight,Leaf_blight,0.09,0.24,0.015,0.655,True
